ID;Математика;Информатика;Русский;Физика;Сумма баллов;Бюджет/платное;Укажите средний балл аттестата о среднем полном общем образовании (за 11 класс).;Оценка по математике:;Оценка по информатике:;Оценка по физике:;Населенный пункт;Школа;Принимали ли Вы участие в олимпиадах по математике или информатике за период с 8 класса по настоящее время?;Количество олимпиад;Количество олимпиад математика;Количество олимпиадинформатика;Количество олимпиадфизика;Если принимали, то укажите информацию об этих олимпиадах:;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в общеобразовательной школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в физико-математической школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в математическом классе (физико-математическом классе);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия в математическом кружке;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение на дополнительных курсах по подготовке к ЕГЭ;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия с репетитором;В какие вузы (не более трёх) Вы планировали поступать?;Какие направления были приоритетными при поступлении в вуз?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386977995;70;60;64;;194;бюджет;5;5;5;5;Республика Бурятия, с. Сосново-Озерское;;Да;7;7;0;0;"1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер1. Математическая регата региональная математика победитель в 2016, в 2017 г._x000D_
2. Международный Молодежный чемпионат по математике региональный призер_x000D_
3. Конференция Шаг в будущее районная призер, победитель_x000D_
4. Конференция Шаг в будущее региональная участник_x000D_
5. Всероссийская олимпиада школьников районная призер";обучение в общеобразовательной школе;;;;;;;НГУ, ТПУ, ТГУ;Прикладная математика и информатика, ядерная физика, информационные технологии;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386918141;70;70;85;;225;бюджет;5;5;5;5;Красноярский, край, г. Дивногорск;;Да;2;2;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СФУ;Прикладная математика и информатика, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386888485;50;55;66;;171;платное;4;4;5;4;Красноярский, край, пгт. Большая Мурта;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ, СибГУ;Прикладная математика и информатика, безопасность открытых информационных сетей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386860648;74;73;87;;234;бюджет;4,1;4;5;4;Республика Хакасия, г. Абакан;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;СФУ, ХГУ им. Катанова;Прикладная математика и информатика, прикладная информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1381756341;64;60;60;;184;бюджет;4;4;5;4;Красноярский, край, г. Красноярск;;Да;2;2;0;0;Всероссийская. Уровень?;обучение в общеобразовательной школе;;;;;;;ИМиФИ СФУ;Математика, русский, информатика, физика.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378604231;76;75;76;;227;бюджет;4,8;5;4;4;Иркутская, обл, г. Шелехов;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;"СФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМОСФУ_x000D_
ИрНИТУ_x000D_
ИТМО";Прикладная математика и информатика, программирование, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390660525;82;88;89;;259;бюджет;5;5;5;5;Омская, обл, г. Омск;;Да;;;;;?;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СПБПУ, ОмГУ, ИТМО;Прикладная математика и информатика, прикладная информатика.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1389049306;70;70;69;;209;бюджет;3,9;4;5;3;Красноярский, край, г. Сосновоборск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;СФУ, СибГУ;Прикладная математика и информатика, Информатика и вычислительная техника, Программная инженерия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387776215;70;72;85;;227;бюджет;4,6;4;5;4;Красноярский, край, с. Бартат;;Нет;0;0;0;0;;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;СФУ, ТГУ, Сибгау;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386807386;70;55;69;;194;бюджет;5;5;5;5;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СибГУ, СФУ, ЮФУ;Прикладная информатика, прикладная математика, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378901114;82;79;91;;252;бюджет;5;5;5;5;Красноярский, край, г. Дивногоск;;Да;4;2;2;0;Районный этап всероссийской олимпиады по математике, какие-то краевые олимпиады по программированию  участник, региональный этап всероссийской олимпиады по английскому языку участник;обучение в общеобразовательной школе;;;;;;;СФУ, СибГУ;Математика, информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378808760;68;70;65;;203;бюджет;4,4;5;5;5;Приморский, край, г. Артем;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;Двфу, юфу, сниу;Пми, пм, программная инженерия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378696485;68;62;53;;183;бюджет;4,3;5;5;5;Красноярский, край, с. Шалинское;;Да;1;1;0;0;победитель школьного тура по математике.;обучение в общеобразовательной школе;;;;;;;СибГу;математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378609195;68;79;80;;227;бюджет;5;5;5;5;Красноярский, край, г. Лесосибирск;;Да;1;1;0;0;школьный?;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, НГУ;Информатика и вычислительная техника, прикладная математика и информатика,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378604198;76;81;65;;222;бюджет;4.45;4;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;;обучение в физико-математической школе;;;;;занятия с репетитором;ИМиФИ, ИКИТ;Информатика, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387871027;74;62;78;;214;бюджет;5;5;5;5;Иркутская, обл, г. Тулун;;Да;1;1;0;0;?;обучение в общеобразовательной школе;;;;;;;СФУ;Программирование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000001;68;75;85;;228;бюджет;4,4;4;5;4;Алтайский, край, г. Бийск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, НГУ;Прикладная математика и информатика, прикладная информатика.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000002;80;68;62;;210;бюджет;4,7;5;5;4;Краснодарский, край, г. Усть-Лабинск;;Да;2;2;0;0;Районный этап и краевой этапы всероссийской олимпиады по математике, участник;обучение в общеобразовательной школе;;;;;;;СФУ, НГУ;Прикладная математика и информатика, математика, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000003;80;70;73;;223;бюджет;4,7;5;4;5;Красноярский, край, г. Минусинск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ, ТГУ;Прикладная математика и информатика, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000004;80;81;73;;234;бюджет;4,6;5;4;5;Иркутская, обл, г. Ангарск;;Да;2;1;1;0;Районный этап всероссийской олимпиады по математике и информатике;обучение в общеобразовательной школе;;;;;;;СибГУ, СФУ, ТГУ;Прикладная информатика, прикладная математика, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000005;80;73;98;;251;бюджет;4,8;5;4;5;Республика Бурятия, с. Курумкан;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СФУ, НГУ;Математика, информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000006;70;64;69;;203;бюджет;4,3;5;4;4;Забайкальский, край, г. Хилок;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СФУ, НГУ;Прикладная математика и информатика,  математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000007;62;50;71;;183;бюджет;4.2;4;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ, ТГУ, Сибгау;Прикладная математика и информатика,  математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000008;70;72;60;;202;бюджет;4,4;4;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ, ТГУ, НГУ;Математика, информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387069389;68;62;70;;200;бюджет;4,7;4;5;5;Красноярский, край, с. Шеломки;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СФУ;Математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387054209;50;83;69;;202;бюджет;5;5;5;5;Красноярский, край, г. Ужур;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;Сфу, сибгау;Информатика, физика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387031740;68;61;57;;186;бюджет;4;4;4;4;Красноярский, край, г. Зеленогорск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;СФУ, СИБГУ;Программирование, математика,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377004634;70;70;60;;200;бюджет;4.2;4;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;"Имифи_x000D_
ИкитИмифи_x000D_
ИкитИмифи_x000D_
ИкитИмифи_x000D_
ИкитИмифи_x000D_
ИкитИмифи_x000D_
ИкитИмифи_x000D_
Икит";Прикладная информатика, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378610519;56;60;62;;178;бюджет;4,3;4;4;4;Красноярский, край, г. Сосновоборск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;СФУ, СибГУ;"Математика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерияМатематика и компьютерные науки,_x000D_
Информационные системы и технологии,_x000D_
Прикладная информатика,_x000D_
Программная инженерия";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377109595;76;81;78;;235;бюджет;5;5;5;5;Красноярский, край, г. Железногорск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;занятия в математическом кружке;обучение на дополнительных курсах по подготовке к ЕГЭ;;Тгу, нгу, каи;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
